1081,Hilltop Hoods,39.8
1082,THRILL PILL,39.8
1083,ALLMO$T,39.8
1084,Phil Wickham,39.7
1085,Bleu Jeans Bleu,39.6
1086,Ed Maverick,39.6
1087,The Doobie Brothers,39.6
1088,滅火器,39.5
1089,Duman,39.5
1090,Fabri Fibra,39.5
1091,ATL,39.5
1092,Yandel,39.5
1093,La Sonora Dinamita,39.4
1094,Raisa,39.4
1095,Vybz Kartel,39.4
1096,DigDat,39.3
1097,Palmy,39.3
1098,Joshi Mizu,39.2
1099,Winky D,39.2
1100,Lenny Kravitz,39.2
1101,Stephanie Poetri,39.1
1102,Dhurata Dora,39.1
1103,Egor Kreed,39.1
1104,Aloe Blacc,38.9
1105,Stephen Hough,38.8
1106,Los Angeles Azules,38.8
1107,Nando Reis,38.8
1108,Anurag Kulkarni,38.7
1109,Kontra K,38.7
1110,The BossHoss,38.7
1111,Alain Souchon,38.6
1112,Imran Khan,38.6
1113,Dear Jane,38.6
1114,Lucio Dalla,38.4
1115,RSAC,38.4
1116,Gabry Ponte,38.4
1117,Alexandra Stréliski,38.3
1118,Klava Koka,38.2
1119,Fun.,38.2
1120,Ardhito Pramono,38.2
1121,Jack Johnson,38.2
1122,Steve,38.1
1123,Lucas,38.1
