205,J Balvin - UN PESO,27,,20,,"45,248","841,364"
206,Queen - Another One Bites The Dust - Remastered 2011,55,,28,,"33,167","840,959"
207,Sech - Miss Lonely - Dimelo Flow Remix,61,,55,,"23,532","839,104"
208,Martin Garrix - In the Name of Love,72,5,9,,"22,732","837,707"
209,Sia - Cheap Thrills,85,15,3,(x1),"23,937","834,704"
210,Ozuna - Baila Baila Baila - Remix,36,,21,,"43,606","833,565"
211,Twenty One Pilots - Stressed Out,114,3,8,,"14,078","831,967"
212,Camila Cabello - Havana,64,,28,,"26,802","830,859"
213,Christian Nodal - No Te Contaron Mal,51,,60,,"25,972","829,122"
214,Paulo Londra - Por Eso Vine,32,,21,,"45,656","825,667"
215,Luis Fonsi - Despacito - Remix,38,9,1,(x1),"67,032","820,799"
216,Tones and I - Dance Monkey,17,5,2,(x2),"136,590","820,701"
217,Ozuna - Diles,89,,39,,"18,774","820,279"
218,Alkilados - Ella Me Persigue,54,,24,,"31,048","819,970"
219,Leslie Grace - Duro y Suave,62,,35,,"21,162","818,607"
220,Charly Black - Gyal You A Party Animal,97,7,8,,"17,678","815,244"
221,Bad Bunny - Solo de Mi,34,,14,,"45,270","813,241"
222,Aaron Smith - Dancin,45,,22,,"40,969","811,673"
223,Maroon 5 - Don't Wanna Know,67,4,10,,"25,885","806,780"
224,Yandel - Explícale,46,,17,,"28,284","806,546"
225,Major Lazer - Cold Water,54,13,2,(x3),"25,874","806,339"
226,Ozuna - Dile Que Tu Me Quieres,68,,15,,"23,896","806,319"
227,Pitbull - Hey Ma,46,2,10,,"31,594","800,430"
228,Alex Rose - Toda - Remix,28,,15,,"43,415","796,701"
229,Thalía - Desde Esa Noche,77,10,5,,"16,981","787,186"
230,The Weeknd - Starboy,65,3,8,,"26,272","785,372"
231,Alejandro Fernandez - Me Dediqué a Perderte,83,,88,,"14,987","781,122"
232,Xantos - Bailame Despacio,71,,28,,"17,423","778,804"
233,Daddy Yankee - Shaky Shaky,67,1,10,,"20,768","768,771"
234,The Weeknd - I Feel It Coming,76,,22,,"20,355","768,381"
235,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse,57,,54,,"21,890","767,551"
236,TINI - 22,35,,39,,"30,657","766,628"
237,Marama - Noche Loca,89,1,10,,"16,169","765,832"
238,Mau y Ricky - Mi Mala - Remix,57,,28,,"29,870","764,299"
239,Reik - Ya Me Enteré,75,,16,,"17,481","763,760"
240,Los Angeles Azules - Amor A Primera Vista,27,,35,,"39,134","761,719"
241,DJ Snake - Middle,87,12,7,,"17,704","760,797"
242,Carlos Baute - Ando buscando,74,,24,,"18,506","758,261"
243,Martin Garrix - Scared to Be Lonely,83,,21,,"20,862","757,063"
244,Clean Bandit - Rockabye,68,,18,,"22,175","755,811"
245,Nicky Jam - Hasta el Amanecer,83,14,2,(x5),"14,956","752,754"
246,Lil Nas X - Old Town Road - Remix,38,,34,,"33,434","750,868"
247,Shawn Mendes - Treat You Better,77,,16,,"17,460","747,186"
248,Ozuna - El Farsante - Remix,40,,21,,"31,063","740,547"
249,Major Lazer - Light It Up,82,18,3,(x2),"17,727","739,698"
250,Cali Y El Dandee - Por Fin Te Encontré,115,,14,,"9,846","733,710"
251,Piso 21 - La Vida Sin Ti,42,,14,,"40,855","731,275"
252,Brytiago - Asesina - Remix,36,,32,,"30,510","728,068"
253,Piso 21 - Me llamas,55,11,4,,"28,606","727,345"
254,Dua Lipa - IDGAF,64,,45,,"19,058","724,868"
255,Brytiago - Asesina,27,,12,,"44,839","715,661"
256,Nicky Jam - X - Remix,27,2,10,,"41,095","711,687"
257,Justin Bieber - Sorry,79,26,1,(x16),"16,940","710,935"
258,Bruno Mars - That's What I Like,67,,23,,"20,241","709,005"
259,Marc Anthony - Está Rico,31,,22,,"35,029","708,142"
260,Bad Bunny - Estamos Bien,37,,15,,"34,009","706,243"
261,Luis Miguel - La Incondicional,71,,79,,"12,952","698,684"
262,Ed Sheeran - I Don't Care,34,,18,,"46,414","698,092"
263,Yandel - Como Antes,41,,22,,"29,521","697,146"
264,Prince Royce - Cúrame,30,,27,,"35,018","682,451"
265,Maluma - Qué Pena,14,2,10,,"66,202","681,705"
266,Reik - Aleluya,31,,45,,"26,846","680,966"
267,Jason Derulo - Swalla,52,,21,,"23,345","680,915"
268,Maroon 5 - Sugar,124,23,1,(x5),"8,543","677,918"
269,Cali Y El Dandee - Lumbra,54,,23,,"20,915","673,138"
270,Los Enanitos Verdes - Lamento Boliviano,66,,107,,"17,362","670,709"
271,Farruko - Chillax,67,,24,,"18,951","669,129"
272,Dimelo Flow - El Favor,18,,19,,"54,799","668,855"
273,Lunay - A Solas - Remix,44,,55,,"20,168","666,583"
274,Dalex - Bellaquita,17,,16,,"53,736","664,848"
275,Calvin Harris - One Kiss,53,,39,,"19,594","664,834"
276,Karol G - Punto G,28,,19,,"43,869","659,672"
277,MC Kevinho - Olha a Explosão,72,,55,,"14,424","657,581"
278,"Ariana Grande - thank u, next",32,,17,,"42,958","655,376"
279,Nicky Jam - El Perdón,119,30,1,(x7),"10,508","649,358"
280,J Balvin - Bobo,61,2,5,,"17,087","646,779"
281,Myke Towers - La Playa,34,,58,,"25,293","642,396"
282,The Rudeboyz - Dile la Verdad,28,,23,,"40,380","641,346"
283,Karol G - Mi Cama - Remix,36,,14,,"36,203","639,116"
284,Twenty One Pilots - Ride,77,,20,,"15,275","637,986"
285,Shakira - Me Enamoré,45,,17,,"23,973","637,361"
286,Becky G - La Respuesta,28,,35,,"32,665","634,431"
287,Bruno Mars - When I Was Your Man,163,,52,,"7,767","634,196"
288,DNCE - Cake By The Ocean,83,,11,,"14,457","633,957"
289,Rihanna - Work,57,17,1,(x9),"20,572","632,877"
290,Rombai - 2 Pa' 2,36,,48,,"26,029","627,408"
291,Guaynaa - Rebota,34,,28,,"36,847","625,685"
292,CNCO - Llegaste Tú,34,,34,,"29,185","624,286"
293,Prince Royce - El Clavo,32,,16,,"37,174","624,033"
294,Amenazzy - Solo,53,,42,,"20,483","623,621"
295,Residente - Bellacoso,23,,16,,"51,906","620,934"
296,Rich Music LTD - Quizas,12,,11,,"61,021","620,669"
297,Justin Quiles - DJ No Pare,17,,29,,"42,444","618,361"
298,Bruno Mars - 24K Magic,65,,19,,"17,803","617,922"
299,Calvin Harris - This Is What You Came For,58,11,4,,"20,901","612,685"
300,Kygo - It Ain't Me,51,,16,,"23,672","611,324"
301,Yandel - En Cero,28,,26,,"35,619","609,958"
302,Bad Bunny - NI BIEN NI MAL,33,,27,,"35,391","609,801"
303,Farruko - Krippy Kush,36,1,9,,"38,695","608,824"
304,Twenty One Pilots - Heathens,57,5,4,,"21,635","604,688"
305,Reykon - Latina,29,,44,,"29,297","601,704"
306,Manuel Turizo - Te Quemaste,19,,31,,"41,770","600,381"
307,Rombai - Locuras contigo,94,12,3,(x4),"12,558","600,049"
308,Calvin Harris - My Way,50,,16,,"19,456","598,170"
309,Bad Bunny - Vete,6,6,2,(x1),"125,833","596,355"
310,J Balvin - Si Tu Novio Te Deja Sola,57,,36,,"18,611","595,072"
